isbn;title
0886825075;The Gift
0937986178;The Waste Lands (The Dark Tower, Book 3)
093798650X;The Gunslinger (The Dark Tower, Book 1)
0937986917;The Drawing of the Three (The Dark Tower, Book 2)
1565116674;The Fellowship of the Ring (The Lord of the Rings, Part 1)
1565116690;The Return of the King (The Lord of the Rings, Part 3)
1570421161;Wuthering Heights
1590071352;The Scarlet Letter
0804105979;The Midnight Club
0689703082;From the Mixed-Up Files of Mrs. Basil E. Frankweiler
0688102719;No Greater Love
0553211676;Awakening
078600312X;Prey
2253004359;Jane Eyre
0451143426;One Flew Over the Cuckoo's Nest
0552997994;Chocolat
0224044842;Fall on Your Knees
0312866526;Waiting
0312864027;The Gift
0375404872;Beloved
0140129189;Lake Wobegon Days
0345327853;Beloved
0142002747;On the Road
034540288x;The Lost World
0451178114;Gerald's Game
1931056331;The Bonesetter's Daughter
0345455681;London : The Novel
0330400150;Mercy
0893757829;Dracula
0064471659;Harriet the Spy
1570427496;A Walk to Remember
0345414004;Friday
0553714961;Body of Lies
1860498280;Slammerkin
0679457976;Airframe
0553540076;A Separate Peace
0590404989;Little Women
0739302213;The King of Torts
044022330x;Rush Limbaugh Is a Big Fat Idiot: And Other Observations
B0000T6KIM;Faking It
0743412508;Naked
0345291972;Rendezvous with Rama
1551661780;Night Whispers
0553210203;Jane Eyre
0743228472;From a Buick 8 : A Novel
0446679089;Plum Island
0140118365;Eva Luna
0804900302;Call of the Wild
0739307444;Oryx and Crake
0679449728;The Pull of the Moon
3404141598;Starship Troopers
1568652046;Cause of Death
0310220033;Vanished
0394550412;Space
0385504217;The Da Vinci Code
067976402x;Snow Falling on Cedars
0671028340;Night Whispers
0385308426;Cold Sassy Tree
044661095x;Killing Time
1590864670;The First Horseman
0345418980;The Andromeda Strain
0345419014;The Terminal Man
1854597892;Animal Farm
0373107455;Coming Home
0064471543;Harriet the Spy
0821746170;Illusions
080410753x;The Kitchen God's Wife
0743474163;Paradise
0440295459;The Horse Whisperer
0553381547;The Prince of Tides
0694524913;Mystic River
006019362X;Little Altars Everywhere
0553381539;Beach Music
0312335164;Digital Fortress : A Thriller
0451518144;Little Women
1860491308;Flesh and Blood
0553502492;Tara Road
1587887789;Midnight Bayou
055310666x;False Memory
0739300105;Black House
074323359X;Misery
034531560X;Rendezvous with Rama
0670828491;The Sky Is Falling
0060806125;Adventures of Huckleberry Finn
0399102264;Dune Messiah (Dune Chronicles, Book 2)
0881036358;God Emperor of Dune (Dune Chronicles, Book 4)
1563058766;What to Expect the First Year
0517457849;Lucky You
0399136290;Eyes of Prey
0553455486;The Runaway Jury
0553713108;Red Rabbit
1568951787;In the Heart of the Sea: The Tragedy of the Whaleship Essex
B0001FZGPI;The Bonesetter's Daughter
0316848123;The Lion's Game
0553471805;Vanished
0812416503;Rebecca
0590460307;Wuthering Heights
0743504623;Fatal Voyage
0449234088;The Godfather
0345445961;Bittersweet
0553472852;The Gift
0399142258;Idoru
0553526774;Hannibal
1570427690;Saving Faith
0821718851;The Experiment
0812504429;Dracula
0345322282;The Killer Angels
0385170602;The Indian in the Cupboard
1573227951;An Instance of the Fingerpost
0892960728;Crocodile on the Sandbank
0373272979;Last Man Standing
0743504771;Sudden Prey
1863683135;Remember Me
0140037896;Night
0330329537;One Hundred Years of Solitude
0553199420;The Bourne Supremacy
0681218908;Sense and Sensibility
067170608X;And Then There Were None
0553381687;A Game of Thrones (A Song of Ice and Fire, Book 1)
080411109x;The Hundred Secret Senses
0394579453;The Mummy or Ramses the Damned
067945277X;Sole Survivor
0881030376;Of Mice and Men (Penguin Great Books of the 20th Century)
0743467213;The Wedding
0808517635;Different Seasons
8481301183;Dracula
0399133984;Open Season
0446359173;Daddy
0345394755;A Son of the Circus
0446607185;The Hearing
0451520750;Pride and Prejudice
0679458182;Personal History
0375402675;Rainbow Six
0374181136;Flesh and Blood
0804817774;Bittersweet
1565117972;Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right
0395346460;The Silmarillion
0553095870;The Last Suppers
0316588032;The Face
061826051X;The Fellowship of the Ring (The Lord of the Rings, Part 1)
0618260552;The Return of the King (The Lord of the Rings, Part 3)
0618260595;The Two Towers (The Lord of the Rings, Part 2)
0399134891;Skin Tight
0375403264;N Is for Noose
0800780086;Christy
0345916387;The Cider House Rules
0694519405;I Know This Much Is True
0749902698;The Surgeon
0394429869;I Know Why the Caged Bird Sings
0449001164;The Promise
0515128422;Invasion
0553474057;Island of the Blue Dolphins
0060541830;Congo
1587883643;Parallel Lies
0786004517;Flesh and Blood
B0000VZEH8;Back Roads
0453008003;Gerald's Game
0613025024;Desperation
0613171004;Bag of Bones
0141311363;Matilda
0451186125;Insomnia
1570426058;Message in a Bottle
2070335550;Matilda
0061007501;Cradle and All
0805041494;Still Waters
0380974495;The Passion
0380974509;The Promise
1853716154;Lucy Sullivan Is Getting Married
0786881836;Emma
0553525654;Tara Road
0553290703;Lightning
0523416873;The Presence
0060575913;Coraline
1561003891;Wizard's First Rule (Sword of Truth, Book 1)
0743520572;Daddy's Little Girl
0439192862;Hatchet
043935806x;Harry Potter and the Order of the Phoenix (Book 5)
0345351371;The Eight
1410401634;Q Is for Quarry
0451515560;Jane Eyre
0553204742;Where the Red Fern Grows
031202164X;Ashes to Ashes
0754078124;The Bad Beginning (A Series of Unfortunate Events, Book 1)
0553527517;Pagan Babies
0553472836;The Partner
0375431063;Scarlet Feather
042505313X;Dune
555053150X;Christine
0743505883;Killing Time
0446690457;The Poet
044023722x;A Painted House
0345361393;The Apprentice
0965868850;Charming Billy
1567403204;The Reef
087004124X;Anthem
0395647398;The Two Towers (The Lord of the Rings, Part 2)
0590225375;Little Women
0060804548;When the Wind Blows
0151660387;1984
0099268817;Possessing the Secret of Joy
0399231609;Redwall (Redwall, Book 1)
0140126678;Love in the Time of Cholera
0812507169;Paradise
042516814X;Protect and Defend
0517008254;Cradle and All
8423328651;1984
0747557276;The Fourth Hand
0394570480;Daddy
034532580X;Another Roadside Attraction
0531001725;The Catcher in the Rye
031285255X;Critical Mass
0688165273;Wild Horses
0670866229;A Maiden's Grave
014130538X;Call of the Wild
0192815032;Pride and Prejudice
0452008999;The Master and Margarita
0375400214;Gone for Good
0316769568;Nine Stories
0613212320;Blindness (Harvest Book)
0553478907;A Man in Full
0393039765;Fight Club
0449000729;Sarum: The Novel of England
1586210661;Me Talk Pretty One Day
0141304677;James and the Giant Peach
